NºPer.;Desde*;Hasta*;Nombrto/Contrato;Razón de Alta;Plaza;RJ;Cláusula;T.Nombrto;Días;Puesto trabajo;GFH;Dirección;Puesto Sustitutido;Necesidad
00000093;15/05/2026;20260515;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;114;GRUPO ADMINISTRATIVO;COORDINACIÓN DE INFORMACIÓN;GERENCIA;GRUPO ADMINISTRATIVO;0
00000094;20/06/2026;20260620;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;30;GRUPO ADMINISTRATIVO;COORDINACIÓN DE INFORMACIÓN;GERENCIA;GRUPO ADMINISTRATIVO;0
00000095;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1a;N91a;365;AUXILIAR ADMINISTRATIVO;ARCHIVO CENTRAL;DIRECCIÓN MÉDICA;;0
00000096;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;ALMACÉN DE FARMACIA;DIRECCIÓN DE ENFERMERÍA;;0
00000097;31/10/2026;20261031;TEMPORAL. T. COM. INTER. N. ESTA;INVALIDEZ PERMANENTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;304;AUXILIAR ADMINISTRATIVO;ARCHIVO CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00000098;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / LABORATORIO;E;I_9_1a;N91a;225;TÉCNICO ESPECIALISTA LABORATORIO;LABORATORIO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00000099;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 2ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000100;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000101;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1aV;S9b1a;31;GRUPO ADMINISTRATIVO;RECEPCIÓN DE POLICLÍNICA;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;GRUPO ADMINISTRATIVO;0
00000102;16/03/2026;20260316;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;8;GRUPO ADMINISTRATIVO;RECEPCIÓN DE POLICLÍNICA;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;GRUPO ADMINISTRATIVO;0
00000103;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000104;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;322;ENFERMERA/O;RADIODIAGNOSTICO;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00000105;21/01/2026;20260121;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;21;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000106;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;10;AUXILIAR DE ENFERMERÍA;AREA.ENFERMERIA - CAE PTO.DE LA CRUZ;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000107;15/04/2026;20260415;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;45;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000108;02/06/2026;20260602;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;26;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000109;29/09/2026;20260929;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;119;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000110;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;TÉC ESPECIALISTA / RADIODIAGNÓSTICO;E;S_9B_1aV;S9b1a;40;TÉCNICO ESPECIALISTA RADIODIAGNÓSTICO;RADIOLOGÍA DE URGENCIAS;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA RADIODIAGNÓSTICO;0
00000111;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1a;N91a;365;AUXILIAR ADMINISTRATIVO;PLANTILLA VOLANTE SS ADMTVO ALMACÉN CENT;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00000112;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00000113;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;334;ENFERMERA/O;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;;0
00000114;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;U.V.I. PEDIATRICA;DIRECCIÓN DE ENFERMERÍA;;0
00000115;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000116;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;TÉC ESPECIALISTA / RADIOTERAPIA;E;I_9_1c;N91c;90;TÉCNICO ESPECIALISTA RADIOTERAPIA;EXPLORAC.RADIOTERAPIA;DIRECCIÓN DE ENFERMERÍA;;0
00000117;15/04/2026;20260415;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / RADIOTERAPIA;E;I_9_1a;N91a;15;TÉCNICO ESPECIALISTA RADIOTERAPIA;EXPLORAC.RADIOTERAPIA;DIRECCIÓN DE ENFERMERÍA;;0
00000118;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / RADIOTERAPIA;E;I_9_1a;N91a;260;TÉCNICO ESPECIALISTA RADIOTERAPIA;EXPLORAC.RADIOTERAPIA;DIRECCIÓN DE ENFERMERÍA;;0
00000119;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;217;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;;0
00000120;03/02/2026;20260203;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;34;AUXILIAR DE ENFERMERÍA;UDAD.C.A.P.D.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000121;04/02/2026;20260204;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;1;AUXILIAR DE ENFERMERÍA;UDAD.C.A.P.D.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000122;15/06/2026;20260615;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;15;AUXILIAR DE ENFERMERÍA;PLANTA 1ª - HOSPITALIZACIÓN EDIF. D;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000123;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;;0
00000124;30/01/2026;20260130;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;14;AUXILIAR ADMINISTRATIVO;SERVICIO HOSTELERÍA;DIRECCIÓN DE SERVICIOS GENERALES;AUXILIAR ADMINISTRATIVO;0
00000125;10/03/2026;20260310;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;26;AUXILIAR ADMINISTRATIVO;ARCHIVO CENTRAL;DIRECCIÓN MÉDICA;AUXILIAR ADMINISTRATIVO;0
00000126;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1aV;S9b1a;30;AUXILIAR ADMINISTRATIVO;ALMACÉN CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;AUXILIAR ADMINISTRATIVO;0
00000127;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00000128;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00000129;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;HOSPITAL. U.C.S.I.;DIRECCIÓN DE ENFERMERÍA;;0
00000130;14/04/2026;20260414;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;TÉCNICO ESP.DOC. SANITARIA;E;S_9B_1a;S9b1a;6;TÉCNICA/O ESPECIALISTA EN DOCUMENTACIÓN SANITARIA;CODIFICACIÓN HISTORIAS CLÍNICAS;DIRECCIÓN MÉDICA;TÉCNICA/O ESPECIALISTA EN DOCUMENTACIÓN SANITARIA;0
00000131;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 2ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000132;19/01/2026;20260119;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;19;AUXILIAR DE ENFERMERÍA;PLANTA 9ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000133;21/04/2026;20260421;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;92;AUXILIAR DE ENFERMERÍA;PLANTA 9ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000134;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;254;AUXILIAR DE ENFERMERÍA;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00000135;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000136;24/02/2026;20260224;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;29;ENFERMERA/O;PLANTA 10ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00000137;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00000138;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1aV;S9b1a;31;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00000139;04/05/2026;20260504;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;56;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00000140;30/09/2026;20260930;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;149;TÉCNICO ESPECIALISTA LABORATORIO;LABORATORIO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00000141;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00000142;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LAVANDERO/A;E;I_9_1a;N91a;365;LAVANDERIA;LAVANDERÍA HOSP.DEL TORAX;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000143;27/02/2026;20260227;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;3;ENFERMERA/O;H.DIA POLIVALENTE - CITOSTATICOS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00000144;23/01/2026;20260123;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;23;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000145;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;290;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000146;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;;0
00000147;07/01/2026;20260107;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;7;AUXILIAR DE ENFERMERÍA;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000148;04/02/2026;20260204;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;28;AUXILIAR DE ENFERMERÍA;AREA ENFERMERIA - HN - CAE ICOD;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000149;20/04/2026;20260420;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;15;AUXILIAR DE ENFERMERÍA;UNIDAD DE SALUD MENTAL INFANTO JUVENIL;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000150;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;58;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00000151;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;RECEPCIÓN DE POLICLÍNICA;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00000152;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00000153;28/03/2026;20260328;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;1;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000154;17/05/2026;20260517;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - ACCIDENTE DE TRABAJO;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;15;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000155;30/06/2026;20260630;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00000156;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1c;N91c;273;GRUPO ADMINISTRATIVO;GESTIÓN ECONÓMICA - FINANCIERA;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00000157;21/05/2026;20260521;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;141;AUXILIAR DE ENFERMERÍA;PLANTA 3ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000158;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;39;AUXILIAR DE ENFERMERÍA;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00000159;08/04/2026;20260408;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;TÉC ESPECIALISTA / RADIOTERAPIA;E;S_9B_1a;S9b1a;85;TÉCNICO ESPECIALISTA RADIOTERAPIA;EXPLORAC.RADIOTERAPIA;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA RADIOTERAPIA;0
00000160;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;LIMPIADOR/A;E;I_9_1c;N91c;273;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000161;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 8ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00000162;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;24;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00000163;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00000164;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;30;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00000165;30/09/2026;20260930;TEMPORAL. T. PAR. INTERI. N. EST;REDUCCION DE JORNADA;ENFERMERO/A;E;S_9B_1c;S9b1c;153;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00000166;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;365;AUXILIAR DE ENFERMERÍA;RADIOLOGÍA DE URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000167;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000168;10/02/2026;20260210;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;4;AUXILIAR DE ENFERMERÍA;PLANTA 2ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000169;01/04/2026;20260401;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;49;AUXILIAR DE ENFERMERÍA;PLANTA 2ª CENTRAL A - EDIF.B;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000170;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;247;AUXILIAR DE ENFERMERÍA;RADIODIAGNOSTICO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000171;10/03/2026;20260310;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;69;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000172;07/07/2026;20260707;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;119;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000173;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00000174;21/01/2026;20260121;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;3;AUXILIAR DE ENFERMERÍA;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000175;19/06/2026;20260619;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;15;AUXILIAR DE ENFERMERÍA;ESTERILIZACIÓN;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000176;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
