NºPer.;Desde*;Hasta*;Nombrto/Contrato;Razón de Alta;Plaza;RJ;Cláusula;T.Nombrto;Días;Puesto trabajo;GFH;Dirección;Puesto Sustitutido;Necesidad
00004383;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004384;24/04/2026;20260424;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA ALERGOLOGÍA;E;I_9_1c;N91c;114;FEA ALERGOLOGÍA;P. MÉDICO ALERGOLOGÍA.;DIRECCIÓN MÉDICA;;0
00004385;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA ALERGOLOGÍA;E;I_9_1c;N91c;251;FEA ALERGOLOGÍA;P. MÉDICO ALERGOLOGÍA.;DIRECCIÓN MÉDICA;;0
00004386;28/01/2026;20260128;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;27;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004387;15/04/2026;20260415;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;8;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004388;16/04/2026;20260416;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;1;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004389;05/05/2026;20260505;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;16;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004390;11/06/2026;20260611;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;15;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004391;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 6ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004392;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;PINCHE;E;I_9_1a;N91a;365;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004393;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;PINCHE;E;S_9B_1a;S9b1a;315;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;PINCHE;0
00004394;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;25;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004395;31/03/2026;20260331;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;54;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004396;01/04/2026;20260401;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;1;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004397;29/04/2026;20260429;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;20;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004398;19/06/2026;20260619;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;15;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004399;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;PLANTA 4ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004400;26/02/2026;20260226;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;18;AUXILIAR DE ENFERMERÍA;RADIODIAGNOSTICO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004401;20/03/2026;20260320;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;19;AUXILIAR DE ENFERMERÍA;GUARDERÍA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004402;09/04/2026;20260409;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;17;AUXILIAR DE ENFERMERÍA;AREA.ENFERMERIA - CAE LA LAGUNA-GENETO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004403;02/06/2026;20260602;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;53;AUXILIAR DE ENFERMERÍA;PLANTA 2ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004404;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;26;AUXILIAR DE ENFERMERÍA;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004405;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO ESPECIALISTA SALUD MENTAL;E;S_9B_1aV;S9b1a;31;ENFERMERA/O ESPECIALISTA EN ENFERMERÍA DE SALUD ME;PLANTA 1ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004406;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004407;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;12;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004408;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004409;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004410;30/01/2026;20260130;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;30;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004411;02/02/2026;20260202;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1a;S9b1a;3;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004412;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;311;ENFERMERA/O;HOSPITAL DIA PEDIATRIA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004413;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;LAB.HEMOT.Y BCO.SANGRE;DIRECCIÓN DE ENFERMERÍA;;0
00004414;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 5ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004415;06/04/2026;20260406;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;LAVANDERO/A;E;S_9B_1a;S9b1a;96;LAVANDERIA;LAVANDERÍA HOSP.DEL TORAX;DIRECCIÓN DE SERVICIOS GENERALES;LAVANDERIA;0
00004416;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;365;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00004417;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ALBAÑIL;E;I_9_1c;N91c;90;ALBAÑIL;ALBAÑILERÍA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00004418;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ALBAÑIL;E;I_9_1a;N91a;275;ALBAÑIL;ALBAÑILERÍA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00004419;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LAVANDERO/A;E;I_9_1a;N91a;365;LAVANDERIA;LAVANDERÍA HOSP.DEL TORAX;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004420;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004421;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;365;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004422;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004423;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;PROGRAMA CARACTER TEMPORAL;FEA MEDICINA DEL TRABAJO;E;I_9_1b;N91b;365;FEA MEDICINA DEL TRABAJO;SERVICIO DE PREVENCION Y MED.DEL TRABAJO;DIRECCIÓN DE RR.HH.;;0
00004424;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 4ª - HOSPITALIZACIÓN EDIF. D;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004425;16/02/2026;20260216;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;10;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004426;17/02/2026;20260217;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1a;S9b1a;1;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004427;06/03/2026;20260306;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;5;ENFERMERA/O;AREA.ENFERMERIA - CAE LA LAGUNA-GENETO;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004428;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;286;ENFERMERA/O;PLANTA 2ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004429;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA NEUROLOGÍA;E;I_9_1a;N91a;365;FEA NEUROLOGÍA;P.MÉDICO NEUROLOGÍA;DIRECCIÓN MÉDICA;;0
00004430;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00004431;23/05/2026;20260523;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;17;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004432;05/06/2026;20260605;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;9;AUXILIAR DE ENFERMERÍA;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004433;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;22;AUXILIAR DE ENFERMERÍA;PLANTA BAJA PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004434;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004435;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 2ª CENTRAL A - EDIF.B;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004436;28/02/2026;20260228;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;28;ENFERMERA/O;UDES.ESPECIALES SUPLENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004437;30/09/2026;20260930;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;214;ENFERMERA/O;UDES.ESPECIALES SUPLENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004438;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTILLA VOLANTE DEL EAA (EDIFICIO DE ACTIVIDADES;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004439;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;LAB.HEMOT.Y BCO.SANGRE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004440;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;PLANTA 9ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004441;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;275;ENFERMERA/O;PLANTA 8ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004442;31/03/2026;20260331;TEMPORAL. T. COM. INTER. N. ESTA;INVALIDEZ PERMANENTE;CELADOR/A;E;S_9B_1a;S9b1a;90;CELADOR;AREA ADTVA. - CAE PTO.DE LA CRUZ;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004443;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;275;CELADOR;AREA ADTVA. - CAE PTO.DE LA CRUZ;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004444;12/01/2026;20260112;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;12;ENFERMERA/O;UDAD.ENDOSCOPIA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004445;19/01/2026;20260119;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;6;ENFERMERA/O;PLANTA 6ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004446;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;12;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004447;21/03/2026;20260321;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO POR PATERNIDAD;ENFERMERO/A;E;S_9B_1a;S9b1a;45;ENFERMERA/O;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004448;28/04/2026;20260428;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;12;ENFERMERA/O;PLANTA 3ª/4ª URA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004449;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1a;S9b1a;246;ENFERMERA/O;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004450;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC. ESP. DE SISTEMAS Y TECN.INFORMACIÓN;E;I_9_1a;N91a;365;TÉCNICA/O ESP. EN SISTEMAS Y TÉCN. DE LA INFORMACI;INFORMÁTICA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00004451;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;UDAD.CORONARIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004452;25/03/2026;20260325;TEMPORAL. T. PAR. INTERI. N. EST;REDUCCION DE JORNADA;ENFERMERO/A;E;S_9B_1c;S9b1c;84;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004453;29/05/2026;20260529;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;65;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004454;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;30;ENFERMERA/O;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004455;30/06/2026;20260630;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;30;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00004456;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004457;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;217;AUXILIAR DE ENFERMERÍA;CONSULTA TRAUMA;DIRECCIÓN DE ENFERMERÍA;;0
00004458;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;LIMPIADOR/A;E;I_9_1c;N91c;273;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004459;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1a;N91a;365;AUXILIAR ADMINISTRATIVO;AREA ADMINISTRATIVA - HN - CAE ICOD;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004460;06/03/2026;20260306;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;65;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004461;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004462;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004463;30/06/2026;20260630;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004464;14/01/2026;20260114;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO POR ENFERMEDAD GRAVE;PINCHE;E;S_9B_1a;S9b1a;5;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;PINCHE;0
00004465;16/01/2026;20260116;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;PINCHE;E;S_9B_1a;S9b1a;1;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;PINCHE;0
00004466;25/02/2026;20260225;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;PINCHE;E;S_9B_1a;S9b1a;7;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;PINCHE;0
00004467;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;PINCHE;E;S_9B_1a;S9b1a;256;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;PINCHE;0
00004468;26/01/2026;20260126;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;14;GRUPO ADMINISTRATIVO;UDAD. ADTVA. ASISTENCIAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;GRUPO ADMINISTRATIVO;0
00004469;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;365;GRUPO ADMINISTRATIVO;RECEPCIÓN DE POLICLÍNICA;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;GRUPO ADMINISTRATIVO;0
00004470;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;356;ENFERMERA/O;U.V.I.;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004471;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004472;10/02/2026;20260210;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;6;AUXILIAR DE ENFERMERÍA;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004473;20/02/2026;20260220;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;9;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
